DealID,CustomerID,SalespersonID,InterestedVehicleClass,BudgetRange,Status,UrgencyLevel,HealthScore,LowerBenchmark,UpperBenchmark,InteractionCount,StartDate,LastContactDate,PointOfFailure,IntendedPurchaseTimeframe,IntendedPurchaseJourney,PastInquiryHistory,PreferredCommunication,HomeLocation,LeadSource,LoyaltyStatus,AgeGroup,Gender,Profession,CustomerSegment,DealStageHistory,AssignedBranch,ClosingDate,DealNotes,FollowUpRequired,DiscountOffered,ReEngagementAttempted
D1387,CUST0125,SALESP044,SUV,"$66,538-$88,618",pass,Medium,80,42,69,7,2025-09-12,2025-11-28,,just exploring,trade-in,"Looked at 2021 Camry, did not purchase",email,"Seattle, WA",web,new customer,51-65,Male,Doctor,luxury,"[[""lead"", ""2025-09-12""], [""contacted"", ""2025-09-15""], [""appointment"", ""2025-09-22""], [""proposal"", ""2025-09-26""], [""negotiation"", ""2025-10-03""], [""sold"", ""2025-10-08""]]",Airport,2025-11-28,"Negotiated on price, final discount applied",no,"$1,835",no
D1388,CUST0320,SALESP139,SUV,"$38,260-$56,037",pass,Medium,82,53,72,7,2025-09-01,2025-09-21,,1-3 months,compare deals,"Looked at 2021 F-150, did not purchase",email,"Boston, MA",web,returning customer,65+,Male,Lawyer,loyal,"[[""lead"", ""2025-09-01""], [""contacted"", ""2025-09-04""], [""appointment"", ""2025-09-11""], [""proposal"", ""2025-09-16""], [""negotiation"", ""2025-09-23""], [""sold"", ""2025-09-25""]]",South Branch,2025-09-21,"Repeat customer, easy close",no,$848,no
D1389,CUST0158,SALESP003,sedan,"$31,470-$44,802",pass,Low,70,48,66,5,2025-11-02,2025-12-10,,1-3 months,book appointment,"Looked at 2021 Accord, went with competitor",email,"Phoenix, AZ",web,returning customer,36-50,Male,Engineer,loyal,"[[""lead"", ""2025-11-02""], [""contacted"", ""2025-11-05""], [""appointment"", ""2025-11-10""], [""proposal"", ""2025-11-12""], [""negotiation"", ""2025-11-18""], [""sold"", ""2025-11-23""]]",North Branch,2025-12-10,"Smooth transaction, customer very satisfied",no,"$1,797",no
D1390,CUST1890,SALESP044,sports,"$46,540-$71,340",fail,Low,20,63,87,11,2025-12-25,2026-01-03,ghosted,just exploring,research,No prior history,email,"Various, USA",referral,returning customer,36-50,Female,Not specified,luxury,"[[""lead"", ""2025-12-25""], [""contacted"", ""2025-12-28""], [""appointment"", ""2026-01-02""], [""lost"", ""2026-01-03""]]",North Branch,,Customer stopped responding to calls and messages,yes,$0,no
D1391,CUST0214,SALESP047,sedan,"$31,834-$43,400",pass,Low,78,51,73,7,2026-01-03,2026-01-01,,just exploring,finance inquiry,"Looked at 2022 RAV4, did not purchase",call,"San Jose, CA",walk-in,in-service customer,51-65,Female,IT Support,price-sensitive,"[[""lead"", ""2026-01-03""], [""contacted"", ""2026-01-05""], [""appointment"", ""2026-01-10""], [""proposal"", ""2026-01-13""], [""negotiation"", ""2026-01-19""], [""sold"", ""2026-01-22""]]",Downtown,2026-03-15,"Negotiated on price, final discount applied",no,$463,no
D1392,CUST0034,SALESP091,used,"$21,659-$30,956",pass,Critical,70,44,69,2,2025-07-23,2025-09-05,,immediate,research,"Looked at 2023 Model 3, purchased",call,"Milwaukee, WI",web,new customer,26-35,Female,Plumber,first-time,"[[""lead"", ""2025-07-23""], [""contacted"", ""2025-07-26""], [""appointment"", ""2025-07-28""], [""proposal"", ""2025-07-30""], [""negotiation"", ""2025-08-01""], [""sold"", ""2025-08-03""]]",South Branch,2025-09-05,Financing approved quickly,no,"$1,704",no
D1393,CUST0485,SALESP034,used,"$15,175-$24,561",fail,High,22,51,78,7,2025-06-12,2025-07-12,vehicle condition,immediate,trade-in,"Looked at 2021 F-150, did not purchase",text,"Las Vegas, NV",web,new customer,26-35,Male,Doctor,first-time,"[[""lead"", ""2025-06-12""], [""contacted"", ""2025-06-13""], [""appointment"", ""2025-06-17""], [""proposal"", ""2025-06-19""], [""negotiation"", ""2025-06-23""], [""lost"", ""2025-07-12""]]",North Branch,,Customer had concerns about vehicle condition,yes,$0,yes
D1394,CUST0001,SALESP038,SUV,"$33,657-$45,943",fail,Low,54,52,81,6,2025-02-24,2025-03-07,ghosted,just exploring,research,"Looked at 2023 Mustang, did not purchase",call,"Oklahoma City, OK",web,returning customer,36-50,Female,Retail Manager,loyal,"[[""lead"", ""2025-02-24""], [""contacted"", ""2025-02-27""], [""appointment"", ""2025-03-06""], [""proposal"", ""2025-03-08""], [""negotiation"", ""2025-03-12""], [""lost"", ""2025-03-07""]]",North Branch,,Customer stopped responding to calls and messages,yes,$0,yes
D1395,CUST1895,SALESP014,EV,"$38,699-$60,984",fail,High,22,60,90,7,2025-10-03,2025-12-01,follow-up delay,1-3 months,book appointment,No prior history,call,"Various, USA",web,returning customer,65+,Male,Not specified,luxury,"[[""lead"", ""2025-10-03""], [""contacted"", ""2025-10-05""], [""lost"", ""2025-12-01""]]",South Branch,,"Failed to follow up in timely manner, customer lost interest",yes,"$1,880",pending
D1396,CUST0126,SALESP079,sports,"$50,269-$89,830",fail,High,49,52,84,11,2025-10-08,2025-12-07,price,<1 month,trade-in,"Looked at 2020 Civic, did not purchase",WhatsApp,"Dallas, TX",OEM feed,new customer,26-35,Female,Pharmacist,luxury,"[[""lead"", ""2025-10-08""], [""contacted"", ""2025-10-11""], [""appointment"", ""2025-10-15""], [""lost"", ""2025-12-07""]]",Main Street,,Customer wanted larger discount than we could offer,pending,"$1,354",pending
D1397,CUST1897,SALESP030,SUV,"$44,893-$59,429",pass,High,91,60,68,2,2025-10-20,2025-11-18,,<1 month,book appointment,No prior history,email,"Various, USA",referral,new customer,51-65,Male,Not specified,loyal,"[[""lead"", ""2025-10-20""], [""contacted"", ""2025-10-22""], [""appointment"", ""2025-10-24""], [""proposal"", ""2025-10-26""], [""negotiation"", ""2025-10-28""], [""sold"", ""2025-10-30""]]",Main Street,2025-11-18,Upgraded to higher trim level,no,$220,no
D1398,CUST0394,SALESP088,SUV,"$38,401-$57,357",pass,Critical,82,48,67,3,2025-11-07,2025-11-28,,immediate,research,"Looked at 2020 Civic, still considering",email,"San Diego, CA",web,new customer,26-35,Male,Entrepreneur,price-sensitive,"[[""lead"", ""2025-11-07""], [""contacted"", ""2025-11-10""], [""appointment"", ""2025-11-11""], [""proposal"", ""2025-11-12""], [""negotiation"", ""2025-11-14""], [""sold"", ""2025-11-16""]]",Downtown,2025-11-28,Trade-in processed successfully,no,"$1,079",no
D1399,CUST1899,SALESP076,sedan,"$24,241-$36,025",fail,Medium,29,52,76,8,2025-05-08,2025-06-01,financing terms,immediate,finance inquiry,No prior history,WhatsApp,"Various, USA",walk-in,in-service customer,51-65,Male,Not specified,price-sensitive,"[[""lead"", ""2025-05-08""], [""contacted"", ""2025-05-09""], [""appointment"", ""2025-05-16""], [""proposal"", ""2025-05-19""], [""negotiation"", ""2025-05-21""], [""lost"", ""2025-06-01""]]",Main Street,,Unable to agree on acceptable financing terms,yes,"$1,716",no
D1400,CUST1900,SALESP048,used,"$16,242-$22,578",pass,High,68,57,73,2,2025-07-04,2025-07-17,,<1 month,finance inquiry,No prior history,call,"Various, USA",referral,new customer,36-50,Female,Not specified,price-sensitive,"[[""lead"", ""2025-07-04""], [""contacted"", ""2025-07-05""], [""appointment"", ""2025-07-06""], [""proposal"", ""2025-07-07""], [""negotiation"", ""2025-07-09""], [""sold"", ""2025-07-11""]]",North Branch,2025-07-17,Trade-in processed successfully,no,"$1,517",no
D1401,CUST0280,SALESP011,sedan,"$26,827-$37,196",pass,Medium,76,46,74,4,2025-02-23,2025-04-27,,1-3 months,trade-in,"Looked at 2022 CR-V, did not purchase",call,"San Diego, CA",walk-in,returning customer,36-50,Female,Government Employee,loyal,"[[""lead"", ""2025-02-23""], [""contacted"", ""2025-02-25""], [""appointment"", ""2025-03-02""], [""proposal"", ""2025-03-06""], [""negotiation"", ""2025-03-13""], [""sold"", ""2025-03-16""]]",North Branch,2025-04-27,Upgraded to higher trim level,no,"$1,652",no
D1402,CUST0371,SALESP103,sedan,"$22,866-$35,537",pass,High,93,60,70,5,2025-02-12,2025-03-09,,1-3 months,research,"Looked at 2021 F-150, still considering",email,"Las Vegas, NV",OEM feed,new customer,26-35,Non-binary,Operations Manager,first-time,"[[""lead"", ""2025-02-12""], [""contacted"", ""2025-02-15""], [""appointment"", ""2025-02-16""], [""proposal"", ""2025-02-18""], [""negotiation"", ""2025-02-19""], [""sold"", ""2025-02-20""]]",Airport,2025-03-09,"Smooth transaction, customer very satisfied",no,"$1,741",no
D1403,CUST1903,SALESP030,sedan,"$33,996-$43,727",fail,Low,59,51,77,8,2025-06-06,2025-07-27,lost interest,1-3 months,book appointment,No prior history,email,"Various, USA",walk-in,new customer,36-50,Female,Not specified,loyal,"[[""lead"", ""2025-06-06""], [""contacted"", ""2025-06-09""], [""appointment"", ""2025-06-13""], [""proposal"", ""2025-06-18""], [""negotiation"", ""2025-06-20""], [""lost"", ""2025-07-27""]]",South Branch,,Customer decided to postpone purchase indefinitely,no,"$1,648",pending
D1404,CUST0306,SALESP093,SUV,"$63,962-$84,578",pass,Low,88,42,68,7,2025-05-09,2025-07-31,,1-3 months,finance inquiry,"Looked at 2021 Camry, went with competitor",email,"Milwaukee, WI",OEM feed,returning customer,51-65,Female,Sales Manager,luxury,"[[""lead"", ""2025-05-09""], [""contacted"", ""2025-05-12""], [""appointment"", ""2025-05-17""], [""proposal"", ""2025-05-20""], [""negotiation"", ""2025-05-26""], [""sold"", ""2025-05-31""]]",Downtown,2025-07-31,Trade-in processed successfully,no,"$1,820",no
D1405,CUST1905,SALESP068,SUV,"$32,990-$44,376",pass,Medium,93,58,65,4,2025-09-19,2025-10-27,,1-3 months,finance inquiry,No prior history,email,"Various, USA",web,returning customer,36-50,Female,Not specified,first-time,"[[""lead"", ""2025-09-19""], [""contacted"", ""2025-09-22""], [""appointment"", ""2025-09-28""], [""proposal"", ""2025-10-02""], [""negotiation"", ""2025-10-05""], [""sold"", ""2025-10-07""]]",Main Street,2025-10-27,Financing approved quickly,no,$977,no
D1406,CUST0324,SALESP057,SUV,"$69,176-$85,041",pass,Critical,73,48,69,2,2025-04-08,2025-04-19,,<1 month,research,"Looked at 2022 RAV4, did not purchase",text,"Detroit, MI",OEM feed,new customer,26-35,Female,Plumber,luxury,"[[""lead"", ""2025-04-08""], [""contacted"", ""2025-04-10""], [""appointment"", ""2025-04-11""], [""proposal"", ""2025-04-13""], [""negotiation"", ""2025-04-15""], [""sold"", ""2025-04-17""]]",Downtown,2025-04-19,"Repeat customer, easy close",no,"$2,893",no
D1407,CUST0176,SALESP036,SUV,"$51,174-$68,875",pass,Medium,72,45,67,4,2025-12-28,2025-12-30,,1-3 months,research,"Looked at 2023 Mustang, still considering",call,"Jacksonville, FL",walk-in,new customer,26-35,Female,Sales Manager,luxury,"[[""lead"", ""2025-12-28""], [""contacted"", ""2025-12-31""], [""appointment"", ""2026-01-07""], [""proposal"", ""2026-01-09""], [""negotiation"", ""2026-01-16""], [""sold"", ""2026-01-18""]]",North Branch,2026-01-28,Trade-in processed successfully,no,$880,no
D1408,CUST0464,SALESP109,SUV,"$32,257-$44,177",fail,Medium,58,59,75,12,2025-12-13,2026-01-04,went with competitor,1-3 months,research,"Looked at 2023 Model 3, did not purchase",text,"Phoenix, AZ",referral,returning customer,26-35,Female,Chef,loyal,"[[""lead"", ""2025-12-13""], [""contacted"", ""2025-12-15""], [""appointment"", ""2025-12-20""], [""proposal"", ""2025-12-22""], [""negotiation"", ""2025-12-25""], [""lost"", ""2026-01-04""]]",South Branch,,Customer found better deal at competing dealership,pending,"$1,908",pending
D1409,CUST1909,SALESP008,sedan,"$28,830-$40,084",pass,Critical,85,52,73,3,2025-05-26,2025-06-12,,immediate,finance inquiry,No prior history,WhatsApp,"Various, USA",web,new customer,26-35,Female,Not specified,first-time,"[[""lead"", ""2025-05-26""], [""contacted"", ""2025-05-29""], [""appointment"", ""2025-05-30""], [""proposal"", ""2025-05-31""], [""negotiation"", ""2025-06-02""], [""sold"", ""2025-06-03""]]",North Branch,2025-06-12,Customer appreciated responsive service,no,"$1,019",no
D1410,CUST0432,SALESP090,used,"$20,806-$27,320",fail,Medium,57,53,81,5,2025-02-13,2025-03-02,credit,just exploring,book appointment,"Looked at 2023 Model 3, still considering",text,"Memphis, TN",walk-in,returning customer,26-35,Female,Project Manager,price-sensitive,"[[""lead"", ""2025-02-13""], [""contacted"", ""2025-02-14""], [""appointment"", ""2025-02-17""], [""lost"", ""2025-03-02""]]",Airport,,"Credit application denied, unable to secure financing",pending,"$1,066",pending
D1411,CUST0410,SALESP014,SUV,"$67,523-$93,930",pass,Low,82,53,73,4,2025-02-10,2025-03-09,,1-3 months,trade-in,"Looked at 2023 Model 3, did not purchase",email,"Oklahoma City, OK",web,new customer,51-65,Male,Financial Advisor,luxury,"[[""lead"", ""2025-02-10""], [""contacted"", ""2025-02-13""], [""appointment"", ""2025-02-18""], [""proposal"", ""2025-02-21""], [""negotiation"", ""2025-02-27""], [""sold"", ""2025-03-04""]]",South Branch,2025-03-09,Upgraded to higher trim level,no,"$2,939",no
D1412,CUST0428,SALESP090,SUV,"$67,213-$89,969",pass,Low,83,60,75,6,2025-06-06,2025-08-23,,1-3 months,finance inquiry,"Looked at 2022 CR-V, did not purchase",email,"Dallas, TX",web,returning customer,65+,Female,Lawyer,luxury,"[[""lead"", ""2025-06-06""], [""contacted"", ""2025-06-09""], [""appointment"", ""2025-06-16""], [""proposal"", ""2025-06-19""], [""negotiation"", ""2025-06-26""], [""sold"", ""2025-06-28""]]",South Branch,2025-08-23,Customer appreciated responsive service,no,"$1,185",no
D1413,CUST0338,SALESP114,SUV,"$40,511-$53,521",pass,Medium,69,45,68,5,2025-03-02,2025-05-13,,<1 month,trade-in,"Looked at 2021 Camry, did not purchase",text,"Fresno, CA",OEM feed,returning customer,36-50,Male,Lawyer,loyal,"[[""lead"", ""2025-03-02""], [""contacted"", ""2025-03-03""], [""appointment"", ""2025-03-09""], [""proposal"", ""2025-03-13""], [""negotiation"", ""2025-03-18""], [""sold"", ""2025-03-23""]]",Main Street,2025-05-13,Trade-in processed successfully,no,"$1,751",no
D1414,CUST0471,SALESP008,used,"$15,421-$25,421",pass,Low,73,56,75,7,2025-10-20,2025-11-27,,1-3 months,compare deals,"Looked at 2023 Model 3, went with competitor",WhatsApp,"Dallas, TX",web,new customer,51-65,Male,Business Analyst,price-sensitive,"[[""lead"", ""2025-10-20""], [""contacted"", ""2025-10-23""], [""appointment"", ""2025-10-26""], [""proposal"", ""2025-10-28""], [""negotiation"", ""2025-11-02""], [""sold"", ""2025-11-07""]]",Airport,2025-11-27,"Smooth transaction, customer very satisfied",no,"$1,965",no
D1415,CUST0094,SALESP048,sports,"$58,366-$87,326",pass,Medium,90,60,73,5,2025-11-18,2025-12-08,,1-3 months,compare deals,"Looked at 2022 RAV4, purchased",call,"Louisville, KY",web,new customer,36-50,Male,Electrician,luxury,"[[""lead"", ""2025-11-18""], [""contacted"", ""2025-11-21""], [""appointment"", ""2025-11-24""], [""proposal"", ""2025-11-27""], [""negotiation"", ""2025-12-03""], [""sold"", ""2025-12-05""]]",Downtown,2025-12-08,Trade-in processed successfully,no,$881,no
D1416,CUST0437,SALESP078,used,"$20,625-$28,136",pass,Low,82,59,65,7,2025-11-15,2026-01-02,,just exploring,trade-in,"Looked at 2023 Model 3, did not purchase",email,"Louisville, KY",OEM feed,new customer,65+,Male,Executive,price-sensitive,"[[""lead"", ""2025-11-15""], [""contacted"", ""2025-11-18""], [""appointment"", ""2025-11-23""], [""proposal"", ""2025-11-25""], [""negotiation"", ""2025-11-29""], [""sold"", ""2025-12-03""]]",South Branch,2026-02-05,Financing approved quickly,no,"$1,186",no
D1417,CUST0054,SALESP068,EV,"$53,160-$66,554",pass,High,67,56,73,5,2025-07-05,2025-07-17,,<1 month,book appointment,"Looked at 2022 Corolla, did not purchase",email,"Charlotte, NC",walk-in,returning customer,51-65,Non-binary,Chef,loyal,"[[""lead"", ""2025-07-05""], [""contacted"", ""2025-07-08""], [""appointment"", ""2025-07-09""], [""proposal"", ""2025-07-11""], [""negotiation"", ""2025-07-13""], [""sold"", ""2025-07-14""]]",North Branch,2025-07-17,Financing approved quickly,no,"$1,447",no
D1418,CUST0400,SALESP047,used,"$12,121-$18,289",fail,Medium,24,66,82,6,2025-09-13,2025-11-04,price,1-3 months,research,"Looked at 2021 Camry, still considering",text,"Memphis, TN",web,returning customer,36-50,Male,Data Analyst,price-sensitive,"[[""lead"", ""2025-09-13""], [""contacted"", ""2025-09-15""], [""lost"", ""2025-11-04""]]",Airport,,Customer wanted larger discount than we could offer,yes,$0,pending
D1419,CUST0477,SALESP079,sports,"$57,547-$82,812",pass,Medium,85,44,74,5,2025-07-04,2025-09-24,,just exploring,finance inquiry,"Looked at 2022 Corolla, did not purchase",text,"Seattle, WA",walk-in,returning customer,26-35,Male,Real Estate Agent,luxury,"[[""lead"", ""2025-07-04""], [""contacted"", ""2025-07-06""], [""appointment"", ""2025-07-11""], [""proposal"", ""2025-07-16""], [""negotiation"", ""2025-07-23""], [""sold"", ""2025-07-27""]]",Airport,2025-09-24,"Negotiated on price, final discount applied",no,"$2,158",no
D1420,CUST0315,SALESP007,sedan,"$23,258-$35,467",pass,Critical,72,43,71,3,2025-12-16,2026-01-03,,<1 month,finance inquiry,"Looked at 2021 F-150, purchased",text,"Charlotte, NC",web,new customer,18-25,Female,Real Estate Agent,price-sensitive,"[[""lead"", ""2025-12-16""], [""contacted"", ""2025-12-18""], [""appointment"", ""2025-12-21""], [""proposal"", ""2025-12-22""], [""negotiation"", ""2025-12-24""], [""sold"", ""2025-12-25""]]",North Branch,2026-01-30,Customer appreciated responsive service,no,"$1,551",no
D1421,CUST0241,SALESP074,EV,"$45,326-$64,338",pass,Medium,77,49,75,5,2025-06-08,2025-08-13,,1-3 months,book appointment,"Looked at 2021 Camry, went with competitor",email,"Seattle, WA",web,returning customer,36-50,Female,Executive,luxury,"[[""lead"", ""2025-06-08""], [""contacted"", ""2025-06-09""], [""appointment"", ""2025-06-16""], [""proposal"", ""2025-06-20""], [""negotiation"", ""2025-06-25""], [""sold"", ""2025-06-27""]]",North Branch,2025-08-13,"Negotiated on price, final discount applied",no,"$2,920",no
D1422,CUST0228,SALESP011,sports,"$57,671-$83,472",pass,Critical,81,54,66,3,2025-03-04,2025-04-03,,immediate,compare deals,"Looked at 2022 CR-V, did not purchase",call,"Jacksonville, FL",web,in-service customer,36-50,Female,Real Estate Agent,loyal,"[[""lead"", ""2025-03-04""], [""contacted"", ""2025-03-07""], [""appointment"", ""2025-03-08""], [""proposal"", ""2025-03-10""], [""negotiation"", ""2025-03-11""], [""sold"", ""2025-03-12""]]",Main Street,2025-04-03,"Negotiated on price, final discount applied",no,$989,no
D1423,CUST0010,SALESP124,sedan,"$33,032-$46,385",fail,High,26,51,90,9,2026-01-04,2026-01-01,vehicle condition,1-3 months,trade-in,"Looked at 2022 RAV4, did not purchase",WhatsApp,"Mesa, AZ",walk-in,new customer,26-35,Male,Business Analyst,first-time,"[[""lead"", ""2026-01-04""], [""contacted"", ""2026-01-07""], [""lost"", ""2026-01-01""]]",South Branch,,Customer had concerns about vehicle condition,yes,$0,no
D1424,CUST1924,SALESP004,used,"$13,008-$20,330",fail,Medium,31,51,84,4,2025-01-29,2025-02-10,trade-in,1-3 months,research,No prior history,text,"Various, USA",web,returning customer,26-35,Male,Not specified,first-time,"[[""lead"", ""2025-01-29""], [""contacted"", ""2025-01-31""], [""lost"", ""2025-02-10""]]",North Branch,,Trade-in valuation did not meet customer expectations,yes,$0,pending
D1425,CUST1925,SALESP052,EV,"$53,313-$73,540",pass,Critical,74,45,67,4,2025-11-22,2025-12-31,,<1 month,research,No prior history,WhatsApp,"Various, USA",OEM feed,new customer,26-35,Male,Not specified,loyal,"[[""lead"", ""2025-11-22""], [""contacted"", ""2025-11-24""], [""appointment"", ""2025-11-26""], [""proposal"", ""2025-11-27""], [""negotiation"", ""2025-11-29""], [""sold"", ""2025-12-01""]]",North Branch,2025-12-31,Upgraded to higher trim level,no,$986,no
D1426,CUST0281,SALESP030,SUV,"$40,089-$54,692",pass,Critical,85,58,74,5,2025-07-14,2025-08-10,,immediate,finance inquiry,"Looked at 2023 Model 3, still considering",WhatsApp,"Fresno, CA",referral,in-service customer,18-25,Male,Nurse,loyal,"[[""lead"", ""2025-07-14""], [""contacted"", ""2025-07-16""], [""appointment"", ""2025-07-17""], [""proposal"", ""2025-07-19""], [""negotiation"", ""2025-07-21""], [""sold"", ""2025-07-23""]]",Airport,2025-08-10,"Smooth transaction, customer very satisfied",no,"$1,179",no
D1427,CUST1927,SALESP056,used,"$19,977-$26,922",pass,Medium,77,60,69,3,2025-07-27,2025-08-21,,<1 month,research,No prior history,email,"Various, USA",referral,in-service customer,51-65,Male,Not specified,first-time,"[[""lead"", ""2025-07-27""], [""contacted"", ""2025-07-28""], [""appointment"", ""2025-08-01""], [""proposal"", ""2025-08-06""], [""negotiation"", ""2025-08-12""], [""sold"", ""2025-08-14""]]",Main Street,2025-08-21,Upgraded to higher trim level,no,$281,no
D1428,CUST0487,SALESP008,used,"$21,294-$31,263",fail,Low,47,68,90,11,2025-01-31,2025-02-08,lost interest,just exploring,trade-in,"Looked at 2021 Accord, did not purchase",WhatsApp,"Boston, MA",referral,returning customer,26-35,Female,Real Estate Agent,price-sensitive,"[[""lead"", ""2025-01-31""], [""contacted"", ""2025-02-01""], [""appointment"", ""2025-02-04""], [""proposal"", ""2025-02-09""], [""negotiation"", ""2025-02-15""], [""lost"", ""2025-02-08""]]",Airport,,Customer decided to postpone purchase indefinitely,pending,$0,pending
D1429,CUST0054,SALESP083,EV,"$53,160-$66,554",pass,High,75,59,66,3,2025-10-15,2025-11-25,,<1 month,book appointment,"Looked at 2022 Corolla, did not purchase",email,"Charlotte, NC",walk-in,returning customer,51-65,Non-binary,Chef,loyal,"[[""lead"", ""2025-10-15""], [""contacted"", ""2025-10-16""], [""appointment"", ""2025-10-17""], [""proposal"", ""2025-10-19""], [""negotiation"", ""2025-10-20""], [""sold"", ""2025-10-22""]]",Airport,2025-11-25,Upgraded to higher trim level,no,$965,no
D1430,CUST0152,SALESP030,EV,"$44,205-$55,164",fail,Medium,21,69,87,8,2025-05-06,2025-05-14,went with competitor,1-3 months,finance inquiry,"Looked at 2021 Camry, went with competitor",call,"Fresno, CA",web,returning customer,36-50,Male,Project Manager,loyal,"[[""lead"", ""2025-05-06""], [""contacted"", ""2025-05-08""], [""appointment"", ""2025-05-14""], [""proposal"", ""2025-05-16""], [""negotiation"", ""2025-05-20""], [""lost"", ""2025-05-14""]]",South Branch,,Customer found better deal at competing dealership,yes,"$2,351",pending
D1431,CUST0069,SALESP003,EV,"$52,248-$63,779",fail,Low,38,69,81,9,2025-06-27,2025-08-03,lost interest,1-3 months,trade-in,"Looked at 2021 F-150, purchased",call,"Nashville, TN",web,new customer,51-65,Female,Nurse,luxury,"[[""lead"", ""2025-06-27""], [""contacted"", ""2025-06-29""], [""appointment"", ""2025-07-01""], [""lost"", ""2025-08-03""]]",South Branch,,Customer decided to postpone purchase indefinitely,yes,"$1,765",yes
D1432,CUST0038,SALESP081,used,"$21,325-$28,689",fail,Low,57,69,76,6,2025-02-04,2025-03-10,price,just exploring,trade-in,"Looked at 2022 Corolla, did not purchase",text,"Detroit, MI",web,returning customer,18-25,Female,Teacher,price-sensitive,"[[""lead"", ""2025-02-04""], [""contacted"", ""2025-02-06""], [""appointment"", ""2025-02-11""], [""lost"", ""2025-03-10""]]",Main Street,,Customer wanted larger discount than we could offer,no,$0,pending
D1433,CUST0452,SALESP001,sports,"$53,025-$89,246",pass,Low,92,51,69,7,2025-01-13,2025-02-26,,just exploring,research,"Looked at 2020 Explorer, did not purchase",text,"Memphis, TN",walk-in,new customer,51-65,Male,Software Engineer,luxury,"[[""lead"", ""2025-01-13""], [""contacted"", ""2025-01-16""], [""appointment"", ""2025-01-19""], [""proposal"", ""2025-01-24""], [""negotiation"", ""2025-01-28""], [""sold"", ""2025-02-01""]]",North Branch,2025-02-26,"Smooth transaction, customer very satisfied",no,"$1,608",no
D1434,CUST0135,SALESP007,used,"$15,705-$24,960",pass,High,88,57,72,3,2025-10-26,2025-12-08,,immediate,book appointment,"Looked at 2021 F-150, did not purchase",WhatsApp,"Sacramento, CA",referral,new customer,18-25,Male,Data Analyst,first-time,"[[""lead"", ""2025-10-26""], [""contacted"", ""2025-10-29""], [""appointment"", ""2025-10-31""], [""proposal"", ""2025-11-02""], [""negotiation"", ""2025-11-03""], [""sold"", ""2025-11-05""]]",Downtown,2025-12-08,"Negotiated on price, final discount applied",no,$726,no
D1435,CUST0234,SALESP063,sedan,"$23,850-$33,783",pass,Low,92,60,66,6,2025-06-16,2025-08-16,,just exploring,research,"Looked at 2021 F-150, did not purchase",WhatsApp,"Denver, CO",web,returning customer,26-35,Male,Accountant,price-sensitive,"[[""lead"", ""2025-06-16""], [""contacted"", ""2025-06-19""], [""appointment"", ""2025-06-24""], [""proposal"", ""2025-06-29""], [""negotiation"", ""2025-07-03""], [""sold"", ""2025-07-08""]]",Main Street,2025-08-16,Added extended warranty package,no,$868,no
D1436,CUST0262,SALESP005,sports,"$50,787-$88,057",pass,High,67,50,65,5,2025-11-05,2025-12-10,,<1 month,research,"Looked at 2021 Accord, purchased",email,"Las Vegas, NV",OEM feed,in-service customer,36-50,Male,Designer,loyal,"[[""lead"", ""2025-11-05""], [""contacted"", ""2025-11-06""], [""appointment"", ""2025-11-08""], [""proposal"", ""2025-11-10""], [""negotiation"", ""2025-11-12""], [""sold"", ""2025-11-13""]]",South Branch,2025-12-10,Upgraded to higher trim level,no,"$1,248",no
D1437,CUST1937,SALESP030,sports,"$45,764-$66,248",pass,High,95,45,74,2,2026-01-03,2025-12-31,,1-3 months,book appointment,No prior history,call,"Various, USA",web,returning customer,18-25,Male,Not specified,loyal,"[[""lead"", ""2026-01-03""], [""contacted"", ""2026-01-05""], [""appointment"", ""2026-01-06""], [""proposal"", ""2026-01-07""], [""negotiation"", ""2026-01-09""], [""sold"", ""2026-01-10""]]",North Branch,2026-01-25,"Repeat customer, easy close",no,$491,no
D1438,CUST0298,SALESP041,sedan,"$25,313-$36,064",pass,Critical,74,41,72,5,2025-10-01,2025-10-10,,<1 month,research,"Looked at 2020 Explorer, went with competitor",call,"Fresno, CA",walk-in,new customer,36-50,Male,Architect,luxury,"[[""lead"", ""2025-10-01""], [""contacted"", ""2025-10-02""], [""appointment"", ""2025-10-03""], [""proposal"", ""2025-10-05""], [""negotiation"", ""2025-10-07""], [""sold"", ""2025-10-09""]]",South Branch,2025-10-10,Customer appreciated responsive service,no,"$1,898",no
D1439,CUST0134,SALESP021,SUV,"$34,945-$47,549",fail,Medium,24,51,81,9,2025-02-09,2025-03-18,follow-up delay,<1 month,trade-in,"Looked at 2023 Mustang, purchased",text,"Memphis, TN",web,returning customer,65+,Male,Marketing Manager,fleet/corporate,"[[""lead"", ""2025-02-09""], [""contacted"", ""2025-02-10""], [""appointment"", ""2025-02-13""], [""lost"", ""2025-03-18""]]",Airport,,"Failed to follow up in timely manner, customer lost interest",yes,"$1,499",no
D1440,CUST0121,SALESP049,sedan,"$34,928-$46,016",pass,Medium,90,40,72,4,2025-09-08,2025-11-30,,1-3 months,trade-in,"Looked at 2020 Explorer, purchased",call,"Phoenix, AZ",OEM feed,new customer,26-35,Female,Marketing Manager,first-time,"[[""lead"", ""2025-09-08""], [""contacted"", ""2025-09-10""], [""appointment"", ""2025-09-13""], [""proposal"", ""2025-09-18""], [""negotiation"", ""2025-09-21""], [""sold"", ""2025-09-23""]]",Main Street,2025-11-30,"Repeat customer, easy close",no,$854,no
